condition,mental illness,difficulty changing,desired change,genes,punishment,control,wrongness,internal distress,common,politics
racist,4,7,1,1,4,7,7,1,30,6
racist,2,5,4,2,5,5,6,3,10,5
racist,7,5,1,1,4,7,7,1,50,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
racist,5,7,2,1,7,6,6,5,26,1
racist,1,5,1,1,6,7,7,6,NA,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,7,5,3,5,3,3,2,6,52,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
racist,1,4,1,1,5,7,7,6,35,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,4,6,5,1,4,6,7,5,65,5
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,4,4,3,2,5,6,6,6,41,2
racist,4,5,5,3,4,2,5,4,20,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,1,7,1,1,4,7,7,7,24,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
racist,5,5,5,5,5,5,6,3,36,1
racist,5,5,3,5,5,3,3,4,15,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
racist,7,2,4,1,6,7,7,3,69,2
racist,2,3,4,3,5,4,4,5,65,3
racist,1,4,3,1,6,5,6,2,25,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,4,5,3,1,6,5,6,2,40,1
racist,1,3,1,1,4,7,7,1,40,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
racist,1,5,4,1,7,7,7,3,20,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
racist,1,7,1,1,7,7,7,1,50,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,3,4,2,1,7,7,7,3,40,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,4,2,5,2,5,4,4,3,47,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,4,6,1,3,4,5,7,1,62,1
racist,1,4,1,1,7,5,7,1,45,2
racist,5,5,4,5,4,3,5,6,44,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
racist,7,7,1,7,7,1,7,6,30,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
racist,6,7,2,2,7,7,7,4,27,6
racist,1,6,2,1,4,7,7,1,30,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
racist,1,1,1,1,7,7,7,1,36,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
racist,1,7,4,1,6,7,7,1,10,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,3,4,4,3,4,6,6,3,20,5
racist,1,3,1,1,4,7,7,3,30,3
racist,1,7,2,1,4,6,7,1,30,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,1,7,1,1,4,6,4,1,100,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,1,5,3,1,4,7,7,5,25,6
racist,5,5,4,6,4,5,5,5,55,3
racist,1,7,4,1,4,7,7,7,80,7
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,4,4,7,4,7,4,7,7,57,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,2,5,3,1,5,6,7,5,45,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
racist,3,5,3,3,5,5,6,3,20,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
racist,1,7,1,1,4,7,7,1,61,7
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,3,4,1,1,6,7,6,3,NA,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,2,6,1,1,5,7,7,5,50,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,1,6,2,3,4,2,4,2,90,4
racist,2,2,4,2,4,6,7,2,31,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
racist,1,7,2,1,6,7,7,1,50,3
racist,6,6,4,6,4,7,7,7,35,5
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
racist,3,5,3,2,7,4,7,7,95,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,3,6,2,1,2,4,6,4,10,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,3,5,5,4,5,3,4,3,33,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,5,4,2,1,5,3,7,6,54,2
racist,2,4,5,4,6,6,5,5,15,7
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
racist,1,6,1,1,4,2,5,1,100,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,2,5,4,2,4,4,3,4,40,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,4,5,4,2,4,4,7,2,13,2
racist,1,7,1,1,4,4,4,1,61,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
racist,1,3,1,1,6,7,7,2,25,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,4,5,2,1,4,4,7,3,25,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
racist,1,6,1,1,6,7,7,2,40,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,1,5,2,3,4,4,5,5,25,4
racist,1,7,2,1,4,7,7,1,40,3
racist,4,5,1,1,4,7,7,3,75,1
racist,6,5,4,1,7,7,7,1,32,2
racist,1,4,4,1,6,7,7,2,35,4
racist,1,6,2,1,4,7,7,2,35,5
racist,1,6,4,1,6,7,7,2,40,2
racist,1,5,1,1,5,6,7,2,20,4
racist,3,6,1,1,7,7,7,1,50,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
racist,2,5,3,1,6,6,7,1,30,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,4,4,4,4,4,2,6,6,25,4
racist,1,6,1,1,4,6,5,4,5,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
racist,1,6,2,1,5,5,7,4,33,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
racist,4,6,2,1,7,7,7,5,30,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
racist,1,3,1,1,7,7,7,3,58,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
racist,1,4,4,1,7,7,7,4,31,3
racist,1,4,4,3,4,7,4,2,30,6
racist,1,6,2,1,6,7,7,1,20,4
racist,1,5,4,1,7,7,7,1,40,2
racist,2,5,2,4,4,2,6,2,70,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,3,6,2,3,4,6,6,3,36,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
racist,7,7,6,5,6,5,5,7,81,1
racist,1,7,1,1,4,7,5,1,70,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,6,3,5,4,5,5,5,5,28,1
racist,1,4,1,1,5,7,7,1,50,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
racist,2,4,3,2,5,4,7,1,40,3
racist,5,3,4,1,5,5,6,3,2,6
racist,4,3,3,1,6,6,7,1,26,1
racist,5,5,2,1,7,7,7,1,20,2
racist,1,5,3,1,4,6,7,2,45,4
racist,1,2,2,1,4,7,7,2,61,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
racist,5,6,2,1,4,6,7,2,20,6
racist,5,6,2,1,7,6,7,2,20,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
racist,1,5,2,1,6,6,7,1,60,4
racist,1,6,1,1,4,7,7,1,20,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,5,3,2,1,7,7,7,4,10,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
racist,3,5,1,1,4,6,7,1,41,3
racist,1,7,2,3,4,6,4,1,30,5
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,4,5,4,4,4,4,5,4,60,3
racist,4,5,4,2,5,4,6,3,80,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,5,6,5,4,6,4,7,6,71,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
racist,2,6,3,1,4,6,6,4,35,4
racist,2,5,2,1,4,6,7,3,10,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
racist,4,5,1,1,7,6,7,4,25,4
racist,6,5,6,6,4,5,7,7,29,7
racist,5,7,3,2,5,7,7,5,20,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,2,5,3,1,5,6,7,2,54,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,2,3,3,2,6,7,7,3,30,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,3,6,1,4,7,7,7,2,20,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,3,6,2,2,4,5,7,2,40,5
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,2,4,4,2,4,6,4,2,31,5
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,2,5,3,1,4,5,5,3,60,5
racist,1,5,2,1,4,6,7,4,30,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
racist,1,7,1,1,5,7,7,1,40,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,7,7,1,1,7,7,7,1,30,1
racist,3,4,3,2,4,6,5,3,40,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,1,4,4,1,5,5,3,3,35,6
racist,1,5,3,2,5,6,7,4,29,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,4,2,3,1,5,5,7,4,30,6
racist,1,5,4,2,4,6,7,3,85,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
racist,1,7,1,1,4,7,1,1,50,7
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,3,6,3,2,7,6,5,5,65,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,2,6,2,1,5,6,6,3,15,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
racist,1,2,4,2,4,6,7,4,68,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
racist,1,7,1,1,1,7,1,1,97,7
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,4,6,4,2,4,4,4,5,100,5
racist,4,6,1,5,7,6,7,3,2,3
racist,4,6,1,1,5,5,7,6,25,1
racist,4,5,4,2,4,5,7,5,15,5
racist,3,4,2,4,5,5,4,4,6,5
racist,2,2,2,1,4,6,6,2,65,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
racist,2,6,2,5,7,7,7,6,20,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
racist,2,4,2,1,5,5,7,2,50,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,3,4,4,3,4,4,7,3,35,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
racist,1,5,2,2,4,6,6,2,8,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,1,5,3,1,4,2,7,5,30,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
racist,1,5,4,1,4,7,5,3,64,3
racist,3,4,4,2,4,5,6,4,67,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
racist,5,7,1,1,7,7,7,2,40,1
racist,2,7,2,1,7,6,7,2,100,2
racist,1,4,1,1,7,7,7,5,29,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,3,7,1,2,6,4,7,2,65,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
racist,5,5,4,4,6,5,7,4,29,5
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,1,6,2,2,6,6,7,1,35,3
racist,5,7,1,1,5,7,7,1,24,2
racist,1,7,1,1,4,4,7,1,50,7
racist,2,6,1,2,7,6,7,1,5,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
racist,5,7,1,3,4,7,7,1,35,6
racist,2,3,2,2,4,7,1,5,11,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,1,5,1,1,4,7,5,1,45,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,1,5,3,1,7,7,7,2,26,1
racist,1,3,2,2,7,7,6,2,50,2
racist,1,4,1,4,4,6,7,1,60,3
racist,2,5,1,2,4,7,7,1,15,3
racist,1,7,1,1,7,7,7,1,50,1
racist,1,7,2,2,4,3,3,3,100,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
racist,2,4,4,6,7,5,7,6,40,3
racist,4,6,4,4,6,6,5,2,25,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,1,5,1,1,7,4,7,1,30,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,4,6,3,4,5,5,4,4,18,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
racist,1,7,1,1,7,7,7,1,35,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
racist,2,5,4,1,4,7,7,4,90,7
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
racist,1,6,1,1,4,6,4,4,50,4
racist,2,6,1,4,4,6,7,1,42,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
racist,1,3,1,1,4,1,7,2,85,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,4,2,4,2,5,5,5,4,25,6
racist,2,4,1,2,4,6,7,3,16,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,4,7,2,2,4,6,7,5,45,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,3,3,2,1,4,6,7,3,52,2
racist,1,6,3,1,4,7,7,2,45,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,4,4,4,3,4,3,4,5,42,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,5,4,3,1,5,6,7,4,35,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,6,7,1,2,6,7,7,3,35,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
racist,1,5,4,3,4,6,7,4,60,4
racist,3,4,3,3,4,6,3,5,61,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,1,6,1,1,4,5,7,2,90,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,1,2,4,1,5,7,7,5,49,7
racist,1,5,2,1,4,6,7,3,75,7
racist,1,4,1,1,4,7,7,2,40,6
racist,2,3,5,1,4,7,7,2,70,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,7,7,1,2,7,7,7,2,75,3
racist,7,7,1,5,7,7,7,4,62,3
racist,3,5,3,5,5,5,5,4,70,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
racist,7,6,3,1,7,7,7,1,90,2
racist,3,4,3,1,7,5,6,2,100,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,1,7,1,2,6,6,7,1,70,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,1,7,1,1,4,6,6,2,12,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
racist,1,5,1,2,5,6,7,5,43,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,1,3,7,5,4,6,7,6,30,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
racist,3,3,1,1,7,7,7,2,25,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
racist,2,3,5,2,4,5,6,4,20,7
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
racist,1,7,2,1,4,1,1,1,75,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,6,4,3,3,7,3,7,6,15,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
racist,3,5,2,2,5,6,7,2,60,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,2,5,4,1,4,6,6,6,51,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
racist,3,6,2,1,4,6,7,3,20,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
racist,1,6,4,1,4,7,7,4,40,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,5,6,4,4,4,5,6,5,82,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
racist,1,4,4,1,4,5,5,4,72,1
racist,5,6,1,1,6,7,7,5,25,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,1,4,4,4,5,4,5,3,25,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
racist,6,4,5,3,5,5,6,5,46,3
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
racist,1,5,1,1,7,5,7,1,72,6
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
racist,4,7,4,1,7,4,7,4,70,1
racist,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
